2026-02-07 10:31:03.393 [background-preinit][TID: N/A][trace:] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2026-02-07 13:32:50.911 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)
2026-02-07 13:32:50.911 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - KVND方案:map==={8047944=ValidAmountInfo(amount=2118.8200, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2724352=ValidAmountInfo(amount=416.6900, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 4665625=ValidAmountInfo(amount=2.4500, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2361286=ValidAmountInfo(amount=2.9000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2789761=ValidAmountInfo(amount=43.2000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null))}
2026-02-07 13:32:50.950 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)
2026-02-07 13:32:50.950 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - KVND方案:map==={8047944=ValidAmountInfo(amount=2118.8200, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2724352=ValidAmountInfo(amount=416.6900, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6127109=ValidAmountInfo(amount=3950.4000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 4665625=ValidAmountInfo(amount=2.4500, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2361286=ValidAmountInfo(amount=2.9000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2789761=ValidAmountInfo(amount=43.2000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null))}
2026-02-07 13:32:50.969 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)
2026-02-07 13:32:50.969 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - KVND方案:map==={8047944=ValidAmountInfo(amount=2118.8200, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2724352=ValidAmountInfo(amount=416.6900, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6127109=ValidAmountInfo(amount=3950.4000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 4665625=ValidAmountInfo(amount=2.4500, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6182652=ValidAmountInfo(amount=9.0000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2361286=ValidAmountInfo(amount=2.9000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2789761=ValidAmountInfo(amount=43.2000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null))}
2026-02-07 13:32:50.983 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)
2026-02-07 13:32:50.983 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - KVND方案:map==={8047944=ValidAmountInfo(amount=2118.8200, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2724352=ValidAmountInfo(amount=416.6900, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6127109=ValidAmountInfo(amount=3950.4000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 4665625=ValidAmountInfo(amount=2.4500, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6182652=ValidAmountInfo(amount=9.0000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2361286=ValidAmountInfo(amount=2.9000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2789761=ValidAmountInfo(amount=43.2000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6547859=ValidAmountInfo(amount=5.5000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null))}
2026-02-07 13:32:50.996 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)
2026-02-07 13:32:50.996 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - KVND方案:map==={8047944=ValidAmountInfo(amount=2118.8200, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2724352=ValidAmountInfo(amount=416.6900, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6127109=ValidAmountInfo(amount=3950.4000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6906768=ValidAmountInfo(amount=231.6000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 4665625=ValidAmountInfo(amount=2.4500, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6182652=ValidAmountInfo(amount=9.0000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2361286=ValidAmountInfo(amount=2.9000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2789761=ValidAmountInfo(amount=43.2000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6547859=ValidAmountInfo(amount=5.5000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null))}
2026-02-07 13:32:51.013 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)
2026-02-07 13:32:51.013 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - KVND方案:map==={8047944=ValidAmountInfo(amount=2118.8200, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2724352=ValidAmountInfo(amount=416.6900, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6127109=ValidAmountInfo(amount=3950.4000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6906768=ValidAmountInfo(amount=231.6000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 4665625=ValidAmountInfo(amount=2.4500, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6182652=ValidAmountInfo(amount=9.0000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2361286=ValidAmountInfo(amount=2.9000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 8254189=ValidAmountInfo(amount=9453.0000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2789761=ValidAmountInfo(amount=43.2000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6547859=ValidAmountInfo(amount=5.5000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null))}
2026-02-07 13:32:51.027 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)
2026-02-07 13:32:51.027 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - KVND方案:map==={8047944=ValidAmountInfo(amount=2118.8200, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2724352=ValidAmountInfo(amount=416.6900, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6127109=ValidAmountInfo(amount=3950.4000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6906768=ValidAmountInfo(amount=231.6000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 4665625=ValidAmountInfo(amount=2.4500, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6182652=ValidAmountInfo(amount=9.0000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 8615736=ValidAmountInfo(amount=449.0000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2361286=ValidAmountInfo(amount=2.9000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 8254189=ValidAmountInfo(amount=9453.0000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 2789761=ValidAmountInfo(amount=43.2000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)), 6547859=ValidAmountInfo(amount=5.5000, plan=AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null))}
2026-02-07 13:32:51.041 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 13:32:51.041 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 13:32:51.147 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 13:32:51.147 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482399805876379648, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 13:32:51.148 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":1,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 13:32:51.160 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 13:32:51.211 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 13:32:51.211 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 13:32:51.220 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 13:32:51.220 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482399805876379648, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 13:32:51.221 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":2,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
